timestamp,time,person_id,bbox,emotion,confidence,behavior,eye_status,pitch,yaw,roll
2025-09-19T22:30:35.242492,10,1,"540,238,246,238",neutral,0.9992524981498718,หน้าตรง,ลืมตา,100.1,20.1,3.9
2025-09-19T22:30:45.222234,20,1,"542,290,221,201",neutral,0.9995846152305603,หน้าตรง,ลืมตา,100.4,4.2,2.3
2025-09-19T22:30:55.216043,30,1,"509,302,225,228",neutral,0.9989292025566101,ก้มหน้า,ลืมตา,95.8,2.6,0.0
2025-09-19T22:31:05.236082,40,1,"550,222,215,218",neutral,0.9929828643798828,หน้าตรง,ลืมตา,86.8,14.5,-2.5
2025-09-19T22:31:15.310167,50,,"0,0,0,0",,,ไม่อยู่หน้าจอ,,,,
2025-09-19T22:31:25.207781,60,1,"560,297,265,229",happy,0.9860521554946899,หน้าตรง,ลืมตา,88.8,-2.8,2.3
